     1  -0.04000  -0.04000
     2  -0.04000  -0.04000
     3  -0.03500  -0.03500
     4  -0.04000  -0.04000
     5  -0.03500  -0.03500
     6  -0.04000  -0.04000
     7  -0.04000  -0.04000
     8  -0.04000  -0.04000
     9  -0.04500  -0.04500
    10  -0.04500  -0.04500
    11  -0.05000  -0.05000
    12  -0.05000  -0.05000
    13  -0.05000  -0.05000
    14  -0.05000  -0.05000
    15  -0.05500  -0.05500
    16  -0.05500  -0.05500
    17  -0.06000  -0.06000
    18  -0.06000  -0.06000
    19  -0.05500  -0.05500
    20  -0.05000  -0.05000
    21  -0.04500  -0.04500
    22  -0.04500  -0.04500
    23  -0.04000  -0.04000
    24  -0.03500  -0.03500
    25  -0.03000  -0.03000
    26  -0.02500  -0.02500
    27  -0.02500  -0.02500
    28  -0.02000  -0.02000
    29  -0.01500  -0.01500
    30  -0.02000  -0.02000
    31  -0.02500  -0.02500
    32  -0.02000  -0.02000
    33  -0.02000  -0.02000
    34  -0.02500  -0.02500
    35  -0.02500  -0.02500
    36  -0.03000  -0.03000
    37  -0.03500  -0.03500
    38  -0.03000  -0.03000
    39  -0.03500  -0.03500
    40  -0.04000  -0.04000
    41  -0.04000  -0.04000
    42  -0.04500  -0.04500
    43  -0.04000  -0.04000
    44  -0.03500  -0.03500
    45  -0.03500  -0.03500
    46  -0.03500  -0.03500
    47  -0.03500  -0.03500
    48  -0.03000  -0.03000
    49  -0.03500  -0.03500
    50  -0.03000  -0.03000
    51  -0.03500  -0.03500
    52  -0.04000  -0.04000
    53  -0.03500  -0.03500
    54  -0.03000  -0.03000
    55  -0.03000  -0.03000
    56  -0.03000  -0.03000
    57  -0.03500  -0.03500
    58  -0.03500  -0.03500
    59  -0.03500  -0.03500
    60  -0.03500  -0.03500
    61  -0.03500  -0.03500
    62  -0.03500  -0.03500
    63  -0.04000  -0.04000
    64  -0.04000  -0.04000
    65  -0.03500  -0.03500
    66  -0.03500  -0.03500
    67  -0.04000  -0.04000
    68  -0.04500  -0.04500
    69  -0.04000  -0.04000
    70  -0.04500  -0.04500
    71  -0.04000  -0.04000
    72  -0.03500  -0.03500
    73  -0.04000  -0.04000
    74  -0.04500  -0.04500
    75  -0.05000  -0.05000
    76  -0.05000  -0.05000
    77  -0.05500  -0.05500
    78  -0.06000  -0.06000
    79  -0.06500  -0.06500
    80  -0.06000  -0.06000
    81  -0.06000  -0.06000
    82  -0.06000  -0.06000
    83  -0.06000  -0.06000
    84  -0.06000  -0.06000
    85  -0.06000  -0.06000
    86  -0.06000  -0.06000
    87  -0.05500  -0.05500
    88  -0.05500  -0.05500
    89  -0.06000  -0.06000
    90  -0.06000  -0.06000
    91  -0.05500  -0.05500
    92  -0.06000  -0.06000
    93  -0.05500  -0.05500
    94  -0.05000  -0.05000
    95  -0.04500  -0.04500
    96  -0.05000  -0.05000
    97  -0.05500  -0.05500
    98  -0.05000  -0.05000
    99  -0.05500  -0.05500
   100  -0.05000  -0.05000
   101  -0.04500  -0.04500
   102  -0.04500  -0.04500
   103  -0.04000  -0.04000
   104  -0.04000  -0.04000
   105  -0.03500  -0.03500
   106  -0.04000  -0.04000
   107  -0.04500  -0.04500
   108  -0.04500  -0.04500
   109  -0.05000  -0.05000
   110  -0.05000  -0.05000
   111  -0.04500  -0.04500
   112  -0.05000  -0.05000
   113  -0.04500  -0.04500
   114  -0.05000  -0.05000
   115  -0.05500  -0.05500
   116  -0.05000  -0.05000
   117  -0.04500  -0.04500
   118  -0.05000  -0.05000
   119  -0.05000  -0.05000
   120  -0.04500  -0.04500
   121  -0.05000  -0.05000
   122  -0.05000  -0.05000
   123  -0.05000  -0.05000
   124  -0.04500  -0.04500
   125  -0.04500  -0.04500
   126  -0.04500  -0.04500
   127  -0.04500  -0.04500
   128  -0.05000  -0.05000
   129  -0.05000  -0.05000
   130  -0.04500  -0.04500
   131  -0.04500  -0.04500
   132  -0.04000  -0.04000
   133  -0.03500  -0.03500
   134  -0.03500  -0.03500
   135  -0.04000  -0.04000
   136  -0.04500  -0.04500
   137  -0.05000  -0.05000
   138  -0.05000  -0.05000
